,dn,yard,a,n_yard,p
1615,3,7,1,9,0.09691308552761735
1616,3,7,1,10,0.5016095723038602
1617,3,7,2,0,0.0
1618,3,7,2,1,0.0
1619,3,7,2,2,0.0
1620,3,7,2,3,0.0
1621,3,7,2,4,0.0
1622,3,7,2,5,0.0
1623,3,7,2,6,0.0
1624,3,7,2,7,0.27746304716770576
1625,3,7,2,8,0.06796403048090288
1626,3,7,2,9,0.07383290045402968
1627,3,7,2,10,0.5807400218973617
1628,3,7,3,0,0.0
1629,3,7,3,1,0.0
1630,3,7,3,2,0.0
1631,3,7,3,3,0.0
1632,3,7,3,4,0.0
1633,3,7,3,5,0.0
1634,3,7,3,6,0.0
1635,3,7,3,7,0.26129672106319246
1636,3,7,3,8,0.05065922996764638
1637,3,7,3,9,0.05495994782718061
1638,3,7,3,10,0.6330841011419805
1639,3,7,4,0,0.0
1640,3,7,4,1,0.0
1641,3,7,4,2,0.0
1642,3,7,4,3,0.0
1643,3,7,4,4,0.0
1644,3,7,4,5,0.0
1645,3,7,4,6,0.0
1646,3,7,4,7,0.2695275335234896
1647,3,7,4,8,0.038467062867093726
1648,3,7,4,9,0.041106719248265866
1649,3,7,4,10,0.6508986843611508
1650,3,8,0,0,0.0
1651,3,8,0,1,0.0
1652,3,8,0,2,0.0
1653,3,8,0,3,0.0
1654,3,8,0,4,0.0
1655,3,8,0,5,0.0
1656,3,8,0,6,0.0
1657,3,8,0,7,0.0
1658,3,8,0,8,0.24729924628723024
1659,3,8,0,9,0.1101057034365732
1660,3,8,0,10,0.6425950502761966
1661,3,8,1,0,0.0
1662,3,8,1,1,0.0
1663,3,8,1,2,0.0
1664,3,8,1,3,0.0
1665,3,8,1,4,0.0
1666,3,8,1,5,0.0
1667,3,8,1,6,0.0
1668,3,8,1,7,0.0
1669,3,8,1,8,0.3158080483753884
1670,3,8,1,9,0.09627459760967161
1671,3,8,1,10,0.58791735401494
1672,3,8,2,0,0.0
1673,3,8,2,1,0.0
1674,3,8,2,2,0.0
1675,3,8,2,3,0.0
1676,3,8,2,4,0.0
1677,3,8,2,5,0.0
1678,3,8,2,6,0.0
1679,3,8,2,7,0.0
1680,3,8,2,8,0.29795325161411695
1681,3,8,2,9,0.07375423482959226
1682,3,8,2,10,0.6282925135562908
1683,3,8,3,0,0.0
1684,3,8,3,1,0.0
1685,3,8,3,2,0.0
1686,3,8,3,3,0.0
1687,3,8,3,4,0.0
1688,3,8,3,5,0.0
1689,3,8,3,6,0.0
1690,3,8,3,7,0.0
1691,3,8,3,8,0.273881641728913
1692,3,8,3,9,0.053519868073698296
1693,3,8,3,10,0.6725984901973887
1694,3,8,4,0,0.0
1695,3,8,4,1,0.0
1696,3,8,4,2,0.0
1697,3,8,4,3,0.0
1698,3,8,4,4,0.0
1699,3,8,4,5,0.0
1700,3,8,4,6,0.0
1701,3,8,4,7,0.0
1702,3,8,4,8,0.2753527538287581
1703,3,8,4,9,0.039323314461258974
1704,3,8,4,10,0.6853239317099828
1705,3,9,0,0,0.0
1706,3,9,0,1,0.0
1707,3,9,0,2,0.0
1708,3,9,0,3,0.0
1709,3,9,0,4,0.0
1710,3,9,0,5,0.0
1711,3,9,0,6,0.0
1712,3,9,0,7,0.0
1713,3,9,0,8,0.0
1714,3,9,0,9,0.28985108464637266
1715,3,9,0,10,0.7101489153536273
1716,3,9,1,0,0.0
1717,3,9,1,1,0.0
1718,3,9,1,2,0.0
1719,3,9,1,3,0.0
1720,3,9,1,4,0.0
1721,3,9,1,5,0.0
1722,3,9,1,6,0.0
1723,3,9,1,7,0.0
1724,3,9,1,8,0.0
1725,3,9,1,9,0.3494447469969088
1726,3,9,1,10,0.6505552530030911
1727,3,9,2,0,0.0
1728,3,9,2,1,0.0
1729,3,9,2,2,0.0
1730,3,9,2,3,0.0
1731,3,9,2,4,0.0
1732,3,9,2,5,0.0
1733,3,9,2,6,0.0
1734,3,9,2,7,0.0
1735,3,9,2,8,0.0
1736,3,9,2,9,0.30507448928034303
1737,3,9,2,10,0.694925510719657
1738,3,9,3,0,0.0
1739,3,9,3,1,0.0
1740,3,9,3,2,0.0
1741,3,9,3,3,0.0
1742,3,9,3,4,0.0
1743,3,9,3,5,0.0
1744,3,9,3,6,0.0
1745,3,9,3,7,0.0
1746,3,9,3,8,0.0
1747,3,9,3,9,0.270580181573711
1748,3,9,3,10,0.729419818426289
1749,3,9,4,0,0.0
1750,3,9,4,1,0.0
1751,3,9,4,2,0.0
1752,3,9,4,3,0.0
1753,3,9,4,4,0.0
1754,3,9,4,5,0.0
1755,3,9,4,6,0.0
1756,3,9,4,7,0.0
1757,3,9,4,8,0.0
1758,3,9,4,9,0.26335533616416373
1759,3,9,4,10,0.7366446638358363
1760,3,10,0,0,0.0
1761,3,10,0,1,0.0
1762,3,10,0,2,0.0
1763,3,10,0,3,0.0
1764,3,10,0,4,0.0
1765,3,10,0,5,0.0
1766,3,10,0,6,0.0
1767,3,10,0,7,0.0
1768,3,10,0,8,0.0
1769,3,10,0,9,0.0
1770,3,10,0,10,1.0
1771,3,10,1,0,0.0
1772,3,10,1,1,0.0
1773,3,10,1,2,0.0
1774,3,10,1,3,0.0
1775,3,10,1,4,0.0
1776,3,10,1,5,0.0
1777,3,10,1,6,0.0
1778,3,10,1,7,0.0
1779,3,10,1,8,0.0
1780,3,10,1,9,0.0
1781,3,10,1,10,1.0
1782,3,10,2,0,0.0
1783,3,10,2,1,0.0
1784,3,10,2,2,0.0
1785,3,10,2,3,0.0
1786,3,10,2,4,0.0
1787,3,10,2,5,0.0
1788,3,10,2,6,0.0
1789,3,10,2,7,0.0
1790,3,10,2,8,0.0
1791,3,10,2,9,0.0
1792,3,10,2,10,1.0
1793,3,10,3,0,0.0
1794,3,10,3,1,0.0
1795,3,10,3,2,0.0
1796,3,10,3,3,0.0
1797,3,10,3,4,0.0
1798,3,10,3,5,0.0
1799,3,10,3,6,0.0
1800,3,10,3,7,0.0
1801,3,10,3,8,0.0
1802,3,10,3,9,0.0
1803,3,10,3,10,1.0
1804,3,10,4,0,0.0
1805,3,10,4,1,0.0
1806,3,10,4,2,0.0
1807,3,10,4,3,0.0
1808,3,10,4,4,0.0
1809,3,10,4,5,0.0
1810,3,10,4,6,0.0
1811,3,10,4,7,0.0
1812,3,10,4,8,0.0
1813,3,10,4,9,0.0
1814,3,10,4,10,1.0
